id,url,title,body_text,source_domain,pub_date,label,label_confidence,label_source
afe019f4aa120f28b75420b38384d14ccfc3b6d5,https://civilnet.am/hy/news/1009397,Հայկ Մարությանը «Նոր ուժ» կուսակցության վարչապետի թեկնածուն է,"21 մարտի, 14:44
Հայկ Մարությանը «Նոր ուժ» կուսակցության վարչապետի թեկնածուն է
Civilnet
Երևանի նախկին քաղաքապետ Հայկ Մարությանը «Նոր ուժ» կուսակցության վարչապետի թեկնածուն է հունիսի 7-ի ընտրություններին։ Այս մասին կուսակցության անդամները հայտնեցին մարտի 21-ին տեղի ունեցած հանդիպման ժամանակ։
Ազգային ժողովի ընտրություններին ընդառաջ «Նոր ուժ» ռեֆորմիստական կուսակցությունը հանդիպում էր նախաձեռնել՝ քննարկելու ՀՀ ԱԺ ընտրություններին կուսակցության մասնակցության ձևաչափը։
«Նոր ուժ» կուսակցության խորհրդի անդամ Գրիգոր Երիցյանը հակիրճ ներկայացրել է կուսակցության տեսլականի 7 կետը։
․․․
Հայկ Մարությանը 2018-21 թվականներին զբաղեցրել է Երևանի քաղաքապետի պաշտոնը՝ լինելով Նիկոլ Փաշինյանի թիմի անդամ։ 2021 թվականի դեկտեմբերին ներկայացվել է անվստահություն քաղաքապետին, որի արդյունքում էլ նույն թվականի դեկտեմբերի 22–ին Հայկ Մարությանը հրաժարական է տալիս։ Պաշտոնից հեռանալուց հետո Մարությանը քաղաքական ուղին շարունակեց ընդդիմության շարքերում։ 2024-ին նա հիմնել է «Նոր ուժ» կուսակցությունը։
Թեմա
Քաղաքականություն
Հայաստան
Հեղինակ
Civilnet",civilnet.am,2026-03-21 14:44:25,1,0.95,scraper:civilnet
ea2b5718-db1f-64dd-0182-7c1dc7cc9676,,,"Մարկո Ռուբին ասում է. ""Գիտակցեցի, որ իր զինծառայությունից ավելի շատ ծախսեր եմ ծախսել մինչեւ 697 միլիարդ դոլար:",liar-dataset,,1,0.75,translated-liar
0b86b325-9cd3-c565-cca6-1ede309842b5,,,ավագ դպրոցի միջնակարգ մակարդակը փորձարկելու համար 35-ից 40 տոկոսն է:,liar-dataset,,0,0.75,translated-liar
27d43b56-1eda-7c31-888f-fc6098b31bb3,,,"1994 թ.-ին կանանց դեմ բռնության ենթարկված ֆեդերալ բռնությունը որդեգրվել է ""կանգնության զենքերը նվազել են 67 տոկոսով:",liar-dataset,,1,0.75,translated-liar
73e0a5d4-cafc-cada-242f-8f6040f7b8ea,,,"Ներկայումս մենք ոչնչացնում ենք ավելի շատ բիզնեսներ, քան մեր պատմության առաջին անգամ ստեղծվում են:",liar-dataset,,1,0.75,translated-liar
099059ae-970e-9bd7-b1e4-18c079579192,,,"Բիլ Նելսոն Նելսոնսոնը ասում է. ""Ոչ մի բան չի արվել հրադադարի անվտանգության կամ դպրոցի անվտանգության վրա, եւ ոչինչ չի կարող վերահսկել զենքի հսկողության տակ:",liar-dataset,,0,0.75,translated-liar
b91e7c7d-7c24-0a71-48e0-afdb71241ac8,,,"Ես այն մարդն էի, ով փրկեց ձեր առողջապահական կոնֆերանսներում:",liar-dataset,,0,0.75,translated-liar
4137763f-418c-6931-4db5-a0dfc2e89ba4,,,Ներսում հանցագործությունը հասնում է ձայնագրման մակարդակի:,liar-dataset,,0,0.75,translated-liar
807d3273-e600-3cc8-70fb-997b83fa2c91,,,Ավելի քան 10 տարի աշխատելուց հետո մեր արտադրողները վերջին երեք տարվա ընթացքում ավելի քան 500 000 աշխատանք են կատարել ։,liar-dataset,,1,0.75,translated-liar
3b462c80-a25b-49e4-250f-bfcc36e327bd,,,"Այսպիսով, Փենսիլվանիայի Գերագույն դատարանը արդարացիորեն կառավարեց, ըստ էության, 2020 նախագահական ընտրությունը խախտվեց:",liar-dataset,,0,0.75,translated-liar
02758985-1be2-575d-7e28-81840d4f40c2,,,Ատամները (կենտրոնում) աճում են ամենաշատ 10 զարմիկներից 8 - ը (կենտրոնում) ։,liar-dataset,,1,0.75,translated-liar
639af581-f766-ed73-9c88-c5e4a278520c,,,Կանադայի եւ Լոս Անջելեսի առողջապահական կենտրոնները ցույց են տալիս Կանադայի եւ Լոս Անջելեսի առողջապահական ծառայությունները ։,liar-dataset,,0,0.75,translated-liar
a4d8c2c7323529f34ae86dfdd759973437bbf63b,https://civilnet.am/hy/news/1009460,Բուժաշխատողի կողմից զինծառայողին անզգուշությամբ մահ պատճառելու դեպքի նախաքննությունն ավարտվել է,"23 մարտի, 11:15
Բուժաշխատողի կողմից զինծառայողին անզգուշությամբ մահ պատճառելու դեպքի նախաքննությունն ավարտվել է
Civilnet
Քննչական կոմիտեի զինվորական քննչական գլխավոր վարչությունում ավարտվել է Երևանի կայազորային հոսպիտալի օրդինատորի կողմից իր մասնագիտական պարտականությունները ոչ պատշաճ կատարելու հետևանքով զինծառայողին անզգուշությամբ մահ պատճառելու դեպքի առթիվ նախաձեռնված քրեական վարույթի նախաքննությունը: Այս մասին հայտնում են Քննչական կոմիտեից։
Նախաքննության ընթացքում առերևույթ փաստական տվյալներ են ձեռք բերվել այն մասին, որ Երևանի կայազորային հոսպիտալի օրդինատորը 2024-ի հուլիսի 19-ից մինչև օգոստոսի 6-ն ընկած ժամանակահատվածում չի իրականացրել հիվանդի մոտ առկա ախտաբանության լիարժեք և համապատասխան գնահատում, ինչի հետևանքով հնարավոր չի եղել կանխել բարդությունների առաջացումը:
Մասնավորապես՝ չհայտնաբերված երիկամային համակարգի ախտահարումները, երկարատև թոքային պաթոլոգիայի վատթարացումը և անարդյունավետ բուժումները զինծառայողի մոտ հանգեցրել են Վեգեների համախտանիշի ուշացած ախտորոշմանը:
Այնուհետև, հիվանդն ուշացած տեղափոխվել է այլ բազմապրոֆիլային հիվանդանոց, որտեղ հիվանդության արդեն տերմինալ փուլում հաստատվել է «Վեգեների գրանուլեմատոզ» ախտաբանական պրոցեսը, ինչն էլ հանգեցրել է զինծառայողի մահվան:
Երևանի կայազորային հոսպիտալի օրդինատորի նկատմամբ հարուցվել է հանրային քրեական հետապնդում՝ Քրեական օրենսգրքի 187-րդ հոդվածի 2-րդ մասով (բուժաշխատողի կողմից մասնագիտական պարտականությունները չկատարելը կամ ոչ պատշաճ կատարելը, որն անզգուշությամբ առաջացրել է մարդու մահ):
Քրեական վարույթը մեղադրական եզրակացությամբ ուղարկվել է հսկող դատախազին՝ այն հաստատելու և քննության առնելու համար դատարան ուղարկելու միջնորդությամբ:
Թեմա
Իրավունք
Առողջապահություն
Հեղինակ
Civilnet",civilnet.am,2026-03-23 11:15:12,1,0.95,scraper:civilnet
ad8f86ea-8dad-2151-b851-652f5775ae00,,,Բլոբինգը ԱՄՆ-ի բնակչությունը 327 միլիոն դոլար է ծախսել ԱՄՆ-ի գովազդների վրա։ Նա կարող էր յուրաքանչյուր ամերիկյան դոլար տրամադրել յուրաքանչյուր ամերիկյան դոլարի համար եւ շարունակել գումարը։,liar-dataset,,0,0.75,translated-liar
5cafa908-1881-fc89-1515-5bd7d6ef5275,,,"Տակու Բելլը ասում է, որ նոյեմբերի ամսվա նոյեմբերի ամսին վաճառում է տղամարդկանց ։",liar-dataset,,0,0.75,translated-liar
0fb9d1cf-8c0a-b9c5-9c90-021e016e9e72,,,Վաշինգտոն Book Phote-ը վերջացնում է իր նախադասության մնացորդին:,liar-dataset,,0,0.75,translated-liar
2ede0fd5-5821-43ec-6dc1-e62d83159978,,,Նահուատլ կոշիկը կրում էին տարբեր կոշիկներ նախքան մահապատժի ենթարկվելը ։,liar-dataset,,0,0.75,translated-liar
765d35ca-1240-081e-0126-7155bca48eee,,,"Ներկայումս նախագահ Օբաման ասում է ""Առաջինգ"", որ ասորական միջամտության համար զենք է առաջարկում:",liar-dataset,,0,0.75,translated-liar
bf090c13-ef75-16f3-a67e-aefd8c03d2ad,,,"""Առաջիջների եւ նիհարների, կաթնասունների, օճառների եւ ձվաբջի հիվանդությունների քանակը 30 տարեկանում հիվանդությունների պատճառ է դառնում"":",liar-dataset,,0,0.75,translated-liar
c7cd5320-08e5-22df-7559-abf23d60bd00,,,ՔԱՐՈԶԻՉ' մեկ տարում նրանք մոռացել են մեզ փոթորիկ տալու մասին։ Ի՞նչ է կատարվում այստեղ։,liar-dataset,,0,0.75,translated-liar
c5738afd-6493-0b3a-1d8d-a0ab3e557f6a,,,"Արիզոնայի բարձրախոսը ցույց է տալիս 86,391 քվեաթերթիկներ, որոնք գոյություն չունեն:",liar-dataset,,0,0.75,translated-liar
868d1e90-4321-2270-476c-d0babde79d6c,,,"Ավստրիայի ամենամեծ ավտոբուսները վերանորոգվել են, կարծես թե 290-ից 290-ը ""Ավստրիան"" քաղաքից դուրս չի հանվել, այդ թվում գրեթե բոլոր հարեւանները:",liar-dataset,,1,0.75,translated-liar
b77d6abb-648d-e98e-a380-bf3103b33b61,,,Կլիմայական արշավը պաշտոնապես ձերբակալել է երեխային պատանեկան խարդախ մեղադրանքների համար,liar-dataset,,0,0.75,translated-liar
f139d7010859d064952e74c8b6e0fe93dc24faa5,https://civilnet.am/hy/news/1004912,Պապիկյանը Լարիջանիի հետ քննարկել է Հայաստանի և Իրանի շուրջ ստեղծված անվտանգային միջավայրը,"25 փետրվարի, 16:35
Պապիկյանը Լարիջանիի հետ քննարկել է Հայաստանի և Իրանի շուրջ ստեղծված անվտանգային միջավայրը
Civilnet
Թեհրանում պաշտոնական այցով գտնվող ՀՀ պաշտպանության նախարար Սուրեն Պապիկյանը փետրվարի 25-ին հանդիպել է Իրանի ազգային անվտանգության գերագույն խորհրդի քարտուղար Ալի Լարիջանիի հետ։
«Հանդիպման ընթացքում քննարկել ենք տարածաշրջանային անվտանգությանն ու կայունությանը, ինչպես նաև Հայաստան-Իրան երկկողմ համագործակցության ընթացքին ու զարգացման հեռանկարներին առնչվող հարցեր։
Կարևորել եմ Իրանի շուրջ ստեղծված իրավիճակը դիվանագիտական ճանապարհով լուծելու անհրաժեշտությունը։
Անդրադարձել ենք նաև Հայաստանի և Իրանի շուրջ ստեղծված անվտանգային միջավայրին», - ասված է Պապիկյանի պաշտոնական էջում հրապարակված հայտարարությունում։
ՊՆ ղեկավարի այցի մասին ավելի մանրամասն՝
Թեմա
Հարևաններ
Քաղաքականություն
Տարածաշրջան
Հեղինակ
Civilnet
Տեղադրություն
Իրան",civilnet.am,2026-02-25 16:35:39,1,0.95,scraper:civilnet
f23d8cbb-85fc-45f4-1d2b-50b8c3a8da99,,,"Ուսումնասիրությունը ցույց է տալիս, որ սրբապատկերների քաղաքները չեն տանում հանցագործության, քանի որ անբուժելի հիվանդություններ ունեն ։",liar-dataset,,1,0.75,translated-liar
4563dded-694f-33eb-d1fb-d444c594e2fb,,,ԱՄՆ-ը փորձարկում է նոր մահացու միջուկային ռմբակոծություն Braing-ից:,liar-dataset,,0,0.75,translated-liar
2102c3db-0304-efa3-1846-d350cc6b2bf4,,,"Մեյոյի կլինիկական ուսումնասիրությունը ցույց է տալիս, որ Պակիստանի անապատը քանդվել է 42%-ով:",liar-dataset,,1,0.75,translated-liar
9026c84d-a602-81c7-479e-6edd62825f2b,,,"Ռիկարդ Սքոթը ասում է. ""Միգուցե նույնիսկ իր ուսումնական համառոտագրությունը չգտնի, բայց նա ժամանակ էր հատկացնում նույն շաբաթվա թեյնիկին:",liar-dataset,,1,0.75,translated-liar
60ada632-3f23-3cf2-bbaa-726de2427118,,,Դոնալդ Թեյլորը եւ Ջոդին երկու տարի առաջ մահացավին ։,liar-dataset,,0,0.75,translated-liar
69d7a038-1881-ae29-d6ae-ff8dc98500e8,,,"Վիքիփեդինի ոչ մի օրենսդրական օրենսդրություն ""Մի պաշտպանություն հասարակության անդամներին:",liar-dataset,,1,0.75,translated-liar
4cb0646a-8a96-45c1-54d6-8f55dd57592b,,,"Եթե ավտոբուսի վրա նստած մարդու արձանը թե ՛ կանգնած է, թե ՛ գետնին կանգնած, նա մահանում է ճակատին ։",liar-dataset,,0,0.75,translated-liar
d82ca07c-8407-443c-d5d9-d624359c225b,,,"Որպես Մասաչուսեթսի կառավարիչ, ""Ռոուզը նվազեցրեց գործազուրկությունը միայն 47 տոկոսի համար:",liar-dataset,,1,0.75,translated-liar
62bb4e53-2f93-c8fe-e17e-ab7882ddbcbe,,,"Ավտոմեքենաների որակավորումը ցույց է տալիս, որ երեխաների համար կաթնասունները վտանգավոր են ։",liar-dataset,,0,0.75,translated-liar
529af34d-efb1-e22f-a93a-cc67be47803a,,,ԱՄՆ-ի Ռիվուդոլֆ Ռիչարդ Ռիվուարը' ֆեդերալ ռեստորանների սեփականատերերի համակարգում:,liar-dataset,,0,0.75,translated-liar
40085e53-3102-72cb-3145-f491632b9adf,,,"Շոտլանդիայի Ուոլքերի կառավարման ժամանակ, երբ ընթացիկ աշխատանքները կարգավորվում էին, այսօր նրանք ավելի ցածր են, քան Ջիմ Դոուի օրոք:",liar-dataset,,1,0.75,translated-liar
de80a4de-f292-f1df-b937-c51d59bd7670,,,"Գիտությունը կամ տվյալները ցույց են տալիս, որ երեխաները վտանգի են ենթարկում ՄԻԱՎ - ը ։",liar-dataset,,0,0.75,translated-liar
ca5ff5e2-1f38-e09c-2b25-d87beff961ac,,,"Մենք մինչ օրս ավելի շատ մահացություններ ունենք այս տարվա համար, քան COD-ն:",liar-dataset,,0,0.75,translated-liar
be68b046-c95d-702d-d807-35aa4a0260a3,,,"Պոստոյնայի կողմից կողոպտված մեղադրյալը կարող էր ակնարկել, որ 75 տարեկան Մարտին Գուտենբերգը, հայտնվելով սեւամորթների շփումից հետո, սկսել էր հաղորդակցվել սեւամորթների հետ ։",liar-dataset,,0,0.75,translated-liar
1e34111b-da6c-a4fb-9bce-8d9cf4bb7c37,,,"Թուրքական արշավը ""Չգիտեմ"", որ Նատալիան Ռուսաստանի կառավարության ներկայացուցիչն է։ Ես նույնիսկ չգիտեմ, թե արդյոք նա այդ ժամանակ ռուս է եղել։",liar-dataset,,0,0.75,translated-liar
bed1943e-5250-88e0-4be4-e1f100e70ad1,,,"2012թ. - ին դուք քննարկեցիք, թե ինչպես էիք ձեր ջանքերը ներդնում քաղցկեղի դեմ Պլանտինի պատանեկան հասակում ։",liar-dataset,,1,0.75,translated-liar
57d6fad8-f13d-2d7a-0378-28cc55a14447,,,Նենսի Պիոս Փիլաուսը 2724 թ. – ին հրավիրել է բոլոր անօրինական անօրինական մարդկանց ՝ Սան Ֆրանցիսկոյին ։,liar-dataset,,0,0.75,translated-liar
2065eef5-6e71-57ce-83b4-5974b2564752,,,"Դան Մաքրեսն ասում է. ""Շատ հիասքանչ է սոցիալականիզմը:",liar-dataset,,0,0.75,translated-liar
1c541c0ff78a765065bf4040ec2d918a450bf547,https://civilnet.am/hy/news/1011805,"Պետությանը կվերադարձվի 3,7 միլիարդ դրամ ԱՆԻՖ-ի դուստր ընկերության ֆոնդից","12 մայիսի, 18:49
Պետությանը կվերադարձվի 3,7 միլիարդ դրամ ԱՆԻՖ-ի դուստր ընկերության ֆոնդից
ԱՆԻՖ-ի դուստր ընկերության ֆոնդի կողմից պետությանը կվերադարձվի 3,7 մլրդ դրամ։ Այդ մասին հայտնում են Պետական գույքի կառավարման կոմիտեից։
Ըստ կոմիտեի տարածած հաղորդագրության՝ 2020-ին COVID-19 համավարակով պայմանավորված տնտեսական մարտահրավերներին դիմակայելու նպատակով, ՀՀ կառավարությունը նախաձեռնեց 80 միլիարդ դրամ ընդհանուր բյուջեով զարգացման ծրագրեր։ Այդ շրջանակում պետությունը 10 միլիարդ դրամի փայեր ձեռք բերեց «Ձեռնարկատեր+Պետություն հակաճգնաժամային ներդրումներ» ֆոնդում, որը կառավարվում էր ԱՆԻՖ-ի ենթակայությամբ գործող ընկերության կողմից։ 2021-2023 թվականներին ֆոնդը բաժնեմասնակցային ներդրումներ է կատարել 10 փակ բաժնետիրական ընկերություններում։
Նշվում է, որ 2024-ի սեպտեմբերին ֆոնդի կառավարչի բաժնետոմսերի կառավարման լիազորությունները ԱՆԻՖ-ից փոխանցվեցին Պետական գույքի կառավարման կոմիտեին։ Սրանից հետո որոշում կայացվեց վաճառել ֆոնդին պատկանող բաժնետոմսերը։ Օտարման գինը սահմանվեց որպես ներդրված գումարի և մինչև 2025-ի ավարտը հաշվարկված 10,2% տարեկան տոկոսադրույքի հանրագումար՝ հաշվի առնելով նաև վճարված շահութաբաժինները։
Ըստ կոմիտեի՝ արդեն իսկ իրականացվել է թվով չորս ընկերությունների բաժնետոմսերի վաճառքը։ Չնայած այս ընկերություններում կատարված սկզբնական ներդրումը կազմել էր 2,9 միլիարդ դրամ, վաճառքի արդյունքում ձևավորվել է 3,7 միլիարդ դրամ։ 2026-ի մայիսի 7-ին կառավարության ընդունած որոշմամբ՝ Պետական գույքի կառավարման կոմիտեի նախագահին հանձնարարվել է իրականացնել ֆոնդի փայերի մարումը, ինչի շնորհիվ նշված ողջ գումարը կփոխանցվի ՀՀ պետական բյուջե։
Կարդացեք նաև՝
ԱՆԻՖ-ի հինգ տարվա գործունեությունը․ ձախողված ծրագրեր և դատական գործընթացներ
Թեմա
Տնտեսություն
Ներդրումային Գործակցություն
Անձ
ՀՀ կառավարություն
Կազմակերպություն
Պետգույքի Կառավարման Վարչություն
ԱՆԻՖ",civilnet.am,2026-05-12 18:49:15,1,0.95,scraper:civilnet
8b093319-dab9-67ef-ff3f-8ed761263cd5,,,"Սա առաջին անգամն էր, երբ 1973 թ. – ին Ռոուզը որոշում կայացրեց, որ դատարանը իրեն շնորհված անհատականություն է շնորհել նախնիներին ։",liar-dataset,,0,0.75,translated-liar
3660cea5-d6bc-c759-5065-8b0f57da1590,,,Այժմ մենք մեքենայի վարորդ ունենք (բավարարվածության գին) իջնելու մինչեւ 50 տարի:,liar-dataset,,0,0.75,translated-liar
edbb6a8f-6189-a175-9c98-c1d6c1533e85,,,"Քեվին Մայքլ Մքլեյնը ""սխալական հրովարտակներ"" է ներմուծում Բանքոյի ռեժիմի համար:",liar-dataset,,0,0.75,translated-liar
a5c759a9-e2f6-9ec1-99cb-f1b1d0d2287b,,,"ՄՌՏ-ը հարցրել է, թե արդյոք հակաբեղմնավորիչ միջոցները օգնում են դադարեցնել ՄԻԱՎ/ՁԻԱՀ-ի տարածումը:",liar-dataset,,1,0.75,translated-liar
2e5291d2-14ca-2a75-e821-b512c3ed12da,,,"Ամեն ամիս ես նայում եմ, թե ինչպես են Նոր Ջերսի շատ ավելի շատ մարդիկ վերադառնում աշխատանքի:",liar-dataset,,0,0.75,translated-liar
a92c4e6b-5d14-0e28-ec4c-3b19790a0b8f,,,"Կոնֆերանսային բանկային բյուջեի հաշվետվության մեջ ասվում է, որ նախագահ Բարբարայի նախագահ Բարբարայի հրամանատարը հրամայեց նոր ֆերմերների համար վճարել 500,000 դոլար:",liar-dataset,,0,0.75,translated-liar
2df61f13-c488-96d6-10c8-51613f0fb3b0,,,"Զենքի 50 տոկոսը վաճառվել է Տեխաս նահանգում, քանի որ ափամերձ շրջանների պատճառով անցքեր չեն բացվում ։",liar-dataset,,0,0.75,translated-liar
c7c3eeea-c031-c9bc-152e-eb5455ad76a6,,,Դոն Թեյլորը ասում է. «Իսկապէս նրա խոստումը չպիտի խափանուի»: Եւ իր հարկը արձակելու համար:,liar-dataset,,0,0.75,translated-liar
7f3190b8-175e-ff04-3ac8-b157005da184,,,"Մի ամբողջ ազգը ստեղծել է աշխատանքներ, որոնք երկու անգամ ավելի մեծ չափեր ունեն, քան Վիսկոնսին Գուգլում ստեղծված աշխատանքները:",liar-dataset,,1,0.75,translated-liar
